objectid_1,objectid,acres,month_map,area_,perimeter,date_map,strata,fiscaly,strata_d,areaid,shape_leng,i1_i2,st_areashape,st_perimetershape
23249,23249,2.50759029,JUNE,10147.89849,1233.738367,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,1233.738367,I1,10147.89849,1233.738367
23250,23250,0.07308188,JUNE,295.7530983,119.3582497,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,119.3582497,I1,295.7530983,119.3582497
23251,23251,0.69855501,JUNE,2826.96316,528.7503713,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,528.7503713,I1,2826.96316,528.7503713
23252,23252,0.38795533,JUNE,1570.005829,198.7185326,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,198.7185326,I1,1570.005829,198.7185326
23253,23253,0.09987866,JUNE,404.1962255,92.20267488,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,92.20267488,I1,404.1962255,92.20267489
23254,23254,0.03179844,JUNE,128.6842735,53.17280556,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,53.17280556,I1,128.6842735,53.17280557
23255,23255,1.69852454,JUNE,6873.712439,800.1954405,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,800.1954405,I1,6873.712439,800.1954405
23256,23256,0.14202346,JUNE,574.7508508,383.2290322,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,383.2290322,I1,574.7508508,383.2290322
23257,23257,0.81099933,JUNE,3282.010986,708.655689,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,708.655689,I1,3282.010986,708.655689
23258,23258,0.39842126,JUNE,1612.360096,457.706306,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,457.706306,I1,1612.360096,457.706306
23259,23259,0.44563013,JUNE,1803.408403,197.8129079,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,197.8129079,I1,1803.408403,197.8129079
23260,23260,0.0563597,JUNE,228.0805545,95.43194697,2011,P,2011,Intertidal Soft Non-vegetated w/o Shell,S014,95.43194697,I1,228.0805545,95.43194698
23261,23261,0.08507158,JUNE,344.2738873,125.1289774,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,125.1289774,I1,344.2738873,125.1289774
23262,23262,0.70014918,JUNE,2833.414568,857.833011,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,857.833011,I1,2833.414568,857.833011
23263,23263,14.39681115,JUNE,58262.06073,1456.055393,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,1456.055393,I1,58262.06073,1456.055393
23264,23264,3.81415278,JUNE,15435.39674,485.3304662,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,485.3303663,I1,15435.39045,485.3303663
23265,23265,0.15056016,JUNE,609.2978107,802.5914242,2011,U,2011,Intertidal Hard Vegetated Shell,S014,802.5914242,I1,609.2978107,802.5914242
23266,23266,0.12252845,JUNE,495.8570301,331.210707,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,331.210707,I1,495.8570301,331.210707
23267,23267,0.3437903,JUNE,1391.27557,407.8300163,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,407.8300163,I1,1391.27557,407.8300163
23268,23268,0.42024913,JUNE,1700.694722,424.4666111,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,424.4666111,I1,1700.694722,424.4666111
23269,23269,1.24409841,JUNE,5036.480174,3312.63103,2011,U,2011,Intertidal Hard Vegetated Shell,S014,3309.999803,I1,5034.707787,3309.999803
23270,23270,2.30543649,JUNE,9329.807856,2254.293835,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,2254.293835,I1,9329.807816,2254.293835
23271,23271,1.87634568,JUNE,7593.331969,1914.042041,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1914.042041,I1,7593.331969,1914.042041
23272,23272,0.54900559,JUNE,2221.755709,1463.588798,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,1463.588798,I1,2221.755709,1463.588798
23273,23273,3.47193419,JUNE,14050.47553,1303.559542,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,1303.559542,I1,14050.47541,1303.559542
23274,23274,0.41143545,JUNE,1665.026855,1098.402639,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,1098.402639,I1,1665.026855,1098.402639
23275,23275,4.10262008,JUNE,16602.78111,2999.40055,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,2999.400481,I1,16602.78084,2999.400481
23276,23276,0.74458319,JUNE,3013.23304,1984.597069,2011,U,2011,Intertidal Hard Vegetated Shell,S014,1984.597069,I1,3013.233321,1984.597069
23277,23277,0.34192112,JUNE,1383.711235,488.5426066,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,488.5426066,I1,1383.711235,488.5426066
23278,23278,1.22860482,JUNE,4972.007209,3267.530457,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,3267.530457,I1,4972.007209,3267.530457
23279,23279,0.45172277,JUNE,1828.064545,457.2022677,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,457.2022677,I1,1828.064545,457.2022677
23280,23280,0.16862599,JUNE,682.4079401,454.9910383,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,454.9910383,I1,682.4079401,454.9910383
23281,23281,0.01483983,JUNE,60.05493052,81.85677031,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,81.85677031,I1,60.05493053,81.85677031
23282,23282,0.16871152,JUNE,682.7540637,453.991288,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,453.991288,I1,682.7540637,453.991288
23283,23283,1.56854221,JUNE,6347.690517,1930.769257,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1930.769257,I1,6347.690517,1930.769257
23284,23284,1.11333324,JUNE,4505.517834,821.7304457,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,821.7304457,I1,4505.517834,821.7304457
23285,23285,0.1225215,JUNE,495.828937,331.7016852,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,331.7016852,I1,495.828937,331.7016852
23286,23286,13.94020284,JUNE,56414.22505,1271.093386,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,1271.093386,I1,56414.22505,1271.093386
23287,23287,1.01222196,JUNE,4096.333327,933.8429363,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,933.8429363,I1,4096.333327,933.8429363
23288,23288,55.50036999,JUNE,224602.9269,14059.64886,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,14059.64886,I1,224602.9272,14059.64886
23289,23289,0.35111418,JUNE,1420.912942,171.5837404,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,171.5837404,I1,1420.914375,171.5837404
23290,23290,4.62595498,JUNE,18720.65052,1036.235807,2011,K,2011,Subtidal Hard Non-vegetated Shell,S014,1036.235807,I1,18720.65052,1036.235807
23291,23291,8.02424086,JUNE,32473.07944,1349.300731,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,1349.300731,I1,32473.08057,1349.300731
23292,23292,1.94375074,JUNE,7866.114198,442.7834774,2011,G,2011,Subtidal Firm Non-vegetated Shell,S014,442.7834046,I1,7866.111664,442.7834046
23293,23293,3.98891508,JUNE,16142.63157,2419.249251,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,2419.24918,I1,16142.63119,2419.24918
23294,23294,0.76084001,JUNE,3079.022601,2026.563399,2011,U,2011,Intertidal Hard Vegetated Shell,S014,2026.563399,I1,3079.022601,2026.563399
23295,23295,0.06405642,JUNE,259.2281849,129.9924983,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,129.9924983,I1,259.2281849,129.9924983
23296,23296,1.89330571,JUNE,7661.967036,956.7261804,2011,P,2011,Intertidal Soft Non-vegetated w/o Shell,S014,956.7261804,I1,7661.967036,956.7261804
23297,23297,0.39061447,JUNE,1580.766987,1036.305335,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,1036.305335,I1,1580.767005,1036.305335
23298,23298,0.39032187,JUNE,1579.582819,1042.428706,2011,U,2011,Intertidal Hard Vegetated Shell,S014,1042.428706,I1,1579.582888,1042.428706
23299,23299,0.97962656,JUNE,3964.423928,1175.031822,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1175.031822,I1,3964.423928,1175.031822
23300,23300,0.21545104,JUNE,871.9029397,578.5804928,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,578.5804928,I1,871.9029397,578.5804928
23301,23301,0.9067421,JUNE,3669.469798,2416.342856,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,2416.342856,I1,3669.469798,2416.342856
23302,23302,0.0847087,JUNE,342.8053549,231.0679095,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,231.0679095,I1,342.8053549,231.0679095
23303,23303,0.0565178,JUNE,228.7203611,156.4523605,2011,U,2011,Intertidal Hard Vegetated Shell,S014,156.4523605,I1,228.7203611,156.4523605
23304,23304,0.09173309,JUNE,371.2321542,126.2628573,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,126.2628573,I1,371.2321542,126.2628573
23305,23305,0.23552623,JUNE,953.1446568,240.0367808,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,240.0367808,I1,953.1446568,240.0367808
23306,23306,0.03200421,JUNE,129.5169641,42.91193313,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,42.91193313,I1,129.5169641,42.91193314
23307,23307,0.07397593,JUNE,299.371175,73.43624822,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,73.43624822,I1,299.371175,73.43624823
23308,23308,0.05282293,JUNE,213.7677924,76.8808955,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,76.8808955,I1,213.7676734,76.8808955
23309,23309,0.11939601,JUNE,483.1803127,330.433183,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,330.4331831,I1,483.1804484,330.4331831
23310,23310,0.08479772,JUNE,343.1632369,231.8096278,2011,U,2011,Intertidal Hard Vegetated Shell,S085,231.8096186,I1,343.1656038,231.8096186
23311,23311,0.46909113,JUNE,1898.349504,205.0549514,2011,W,2011,Intertidal Hard Non-vegetated Shell,S085,205.0549229,I1,1898.352078,205.0549229
23312,23312,0.15820751,JUNE,640.246187,103.174235,2011,U,2011,Intertidal Hard Vegetated Shell,S085,103.174178,I1,640.2456516,103.174178
23313,23313,0.06600367,JUNE,267.109224,181.2216037,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,181.2216084,I1,267.1084774,181.2216084
23314,23314,0.03145608,JUNE,127.2983417,47.04736055,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,47.04738676,I1,127.2987825,47.04738676
23315,23315,0.07518438,JUNE,304.2623599,72.35293747,2011,W,2011,Intertidal Hard Non-vegetated Shell,S085,72.35280402,I1,304.261635,72.35280402
23316,23316,0.04484383,JUNE,181.4750346,125.1744963,2011,U,2011,Intertidal Hard Vegetated Shell,S085,125.1745468,I1,181.4773003,125.1745468
23317,23317,0.03721734,JUNE,150.6144302,53.63948108,2011,W,2011,Intertidal Hard Non-vegetated Shell,S085,53.63942027,I1,150.6138646,53.63942027
23318,23318,0.06230319,JUNE,252.1337452,66.29207357,2011,W,2011,Intertidal Hard Non-vegetated Shell,S085,66.2919297,I1,252.1330977,66.29192971
23319,23319,0.20842317,JUNE,843.46343,557.0214534,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,557.0213585,I1,843.4620199,557.0213585
23320,23320,0.13917652,JUNE,563.2282383,375.7432949,2011,U,2011,Intertidal Hard Vegetated Shell,S085,375.7432606,I1,563.2296614,375.7432606
23321,23321,0.03926049,JUNE,158.8814218,110.3985926,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,110.398466,I1,158.8822331,110.398466
23322,23322,0.1687321,JUNE,682.8383003,453.8174296,2011,U,2011,Intertidal Hard Vegetated Shell,S085,453.8176121,I1,682.8373285,453.8176121
23323,23323,0.10277618,JUNE,415.9242659,278.7195043,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,278.7195119,I1,415.9221255,278.7195119
23324,23324,0.06426355,JUNE,260.0683776,176.6006393,2011,U,2011,Intertidal Hard Vegetated Shell,S085,176.600678,I1,260.0664011,176.600678
23325,23325,0.19050083,JUNE,770.9360909,511.9906662,2011,U,2011,Intertidal Hard Vegetated Shell,S085,511.9903851,I1,770.9326042,511.9903851
23326,23326,0.83382015,JUNE,3374.371944,2221.329001,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S085,2221.320946,I1,3374.363929,2221.320946
23327,23327,1.83427946,JUNE,7411.668709,549.9375757,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S085,550.7881687,I1,7423.095306,550.7881687
23328,23328,0.79822746,JUNE,3230.323952,2124.511444,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,2124.511205,I1,3230.324853,2124.511205
23329,23329,0.05319498,JUNE,215.2692752,147.3534648,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,147.3536424,I1,215.2733336,147.3536424
23330,23330,0.04328026,JUNE,175.1516745,121.0483815,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,121.0484514,I1,175.1497249,121.0484514
23331,23331,23.30262273,JUNE,94302.7354,3579.743281,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S085,3579.743306,I1,94302.74569,3579.743306
23332,23332,0.06212269,JUNE,251.4047914,171.0863473,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,171.0863171,I1,251.4026224,171.0863171
23333,23333,0.61078333,JUNE,2468.132143,507.0827161,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,507.6627364,I1,2471.762346,507.6627364
23334,23334,0.09718623,JUNE,393.2994578,264.1962754,2011,U,2011,Intertidal Hard Vegetated Shell,S085,264.1962928,I1,393.3003295,264.1962928
23335,23335,0.20244343,JUNE,818.6033774,543.1168386,2011,U,2011,Intertidal Hard Vegetated Shell,S085,543.6185367,I1,819.2627912,543.6185367
23336,23336,0.78486894,JUNE,3176.268248,631.1420679,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,631.142052,I1,3176.26462,631.142052
23337,23337,0.06214748,JUNE,251.50109,91.80789315,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,91.80797217,I1,251.5029743,91.80797218
23338,23338,0.08442409,JUNE,341.6546353,159.5429852,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,159.5428469,I1,341.6535681,159.5428469
23339,23339,0.33165856,JUNE,1342.177827,888.4072796,2011,U,2011,Intertidal Hard Vegetated Shell,S085,888.407494,I1,1342.179946,888.407494
23340,23340,0.79806445,JUNE,3229.661262,2125.135932,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,2125.136411,I1,3229.665178,2125.136411
23341,23341,1.40911569,JUNE,5702.514594,3760.675356,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S085,3760.65714,I1,5702.511728,3760.65714
23342,23342,4.23884697,JUNE,17154.07937,3589.285685,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,3589.28598,I1,17154.07371,3589.28598
23343,23343,0.33184487,JUNE,1342.931778,896.8798293,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,896.8798478,I1,1342.933923,896.8798478
23344,23344,0.05161251,JUNE,208.8700885,143.1692044,2011,U,2011,Intertidal Hard Vegetated Shell,S085,143.1692969,I1,208.8692597,143.1692969
23345,23345,18.74938596,JUNE,75875.84402,3455.270154,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S085,3455.289071,I1,75876.37649,3455.289071
23346,23346,0.93104272,JUNE,3767.824421,2484.874015,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,2484.873789,I1,3767.811291,2484.873789
23347,23347,0.72337504,JUNE,2927.407794,742.9896637,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,742.9895771,I1,2927.406672,742.9895771
23348,23348,0.49671235,JUNE,2010.132638,855.526054,2011,U,2011,Intertidal Hard Vegetated Shell,S085,855.5261669,I1,2010.131639,855.5261669
23349,23349,0.17007204,JUNE,688.2590553,316.3057074,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S085,316.3059033,I1,688.2599142,316.3059033
23350,23350,0.16596791,JUNE,671.6512576,447.805151,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S085,447.8050434,I1,671.6509957,447.8050434
23351,23351,0.42825751,JUNE,1733.102968,387.6482699,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,387.6484553,I1,1733.103619,387.6484553
23352,23352,0.35614284,JUNE,1441.269567,951.9468122,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,951.9467563,I1,1441.264726,951.9467563
23353,23353,0.54971106,JUNE,2224.611934,1478.451056,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S085,1478.451137,I1,2224.61065,1478.451137
23354,23354,0.58352754,JUNE,2361.46113,576.0475929,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,576.0479954,I1,2361.461657,576.0479954
23355,23355,0.08404079,JUNE,340.1023295,150.8295779,2011,U,2011,Intertidal Hard Vegetated Shell,S085,150.8299129,I1,340.102393,150.8299129
23356,23356,7.57162735,JUNE,30641.4109,2823.413503,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S085,2823.41343,I1,30641.41137,2823.41343
23357,23357,0.13323239,JUNE,539.1758709,357.9386021,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,357.9385061,I1,539.1745433,357.9385061
23358,23358,37.54051836,JUNE,151914.5469,5727.702737,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S085,5727.790339,I1,151921.6955,5727.790339
23359,23359,0.27175843,JUNE,1099.773447,728.0144537,2011,V,2011,Intertidal Hard Vegetated w/o Shell,S085,728.0145375,I1,1099.77177,728.0145374
23360,23360,0.14340722,JUNE,580.3474615,387.0571656,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,387.0568099,I1,580.3507646,387.0568099
23361,23361,0.49549672,JUNE,2005.215434,1321.185654,2011,U,2011,Intertidal Hard Vegetated Shell,S085,1321.185526,I1,2005.212116,1321.185526
23362,23362,1.13407855,JUNE,4589.472922,986.025986,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,986.0259966,I1,4589.471446,986.0259966
23363,23363,4.30232908,JUNE,17410.97861,3152.222416,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,3152.222423,I1,17410.97772,3152.222423
23364,23364,0.0977822,JUNE,395.7145673,265.8016027,2011,U,2011,Intertidal Hard Vegetated Shell,S085,265.8016908,I1,395.7121197,265.8016908
23365,23365,0.01968515,JUNE,79.66282627,36.9064225,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S085,36.90652242,I1,79.66330769,36.90652242
23366,23366,70.8039157,JUNE,286534.422,14118.20864,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S085,14118.20898,I1,286534.4271,14118.20898
23367,23367,0.22814744,JUNE,923.2835775,611.8424621,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S085,611.8425666,I1,923.2836358,611.8425666
23368,23368,0.04947271,JUNE,200.210266,136.1225377,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,136.1225027,I1,200.209768,136.1225027
23369,23369,0.25595002,JUNE,1035.795907,685.6852849,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,685.6854271,I1,1035.797131,685.6854271
23370,23370,0.02508126,JUNE,101.4996449,73.68437455,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,73.68439104,I1,101.5007024,73.68439104
23371,23371,0.15691073,JUNE,634.9972419,428.2985693,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,428.2989242,I1,634.9977673,428.2989242
23372,23372,0.04137211,JUNE,167.4257305,108.1073578,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S085,108.1074992,I1,167.4276654,108.1074992
23373,23373,0.12060384,JUNE,488.0702646,98.22834519,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,98.22836253,I1,488.0683775,98.22836254
23374,23374,0.04006037,JUNE,162.1191385,47.69481403,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,47.69483006,I1,162.1192201,47.69483007
23375,23375,0.03665884,JUNE,148.3537602,46.30331692,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,46.30331714,I1,148.3536833,46.30331714
23376,23376,0.0520138,JUNE,210.4927333,53.4369408,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,53.4370231,I1,210.4932581,53.43702311
23377,23377,0.05670955,JUNE,229.4957216,57.87230445,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,57.87237411,I1,229.4963407,57.87237412
23378,23378,0.06423781,JUNE,259.9628983,68.96151761,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,68.96146251,I1,259.9622661,68.96146252
23379,23379,0.1597221,JUNE,646.3735325,126.9489038,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,126.9489687,I1,646.3750013,126.9489687
23380,23380,0.05370512,JUNE,217.3373628,56.64699576,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,56.64705402,I1,217.337795,56.64705403
23381,23381,0.09538604,JUNE,386.0143186,79.60647075,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,79.60654175,I1,386.0151576,79.60654175
23382,23382,0.27864937,JUNE,1127.659083,208.3374245,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,208.3374721,I1,1127.658513,208.3374721
23383,23383,0.04959093,JUNE,200.6890482,55.85550759,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,55.85539623,I1,200.6881822,55.85539623
23384,23384,0.05454014,JUNE,220.717024,63.26358361,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,63.26352353,I1,220.7169988,63.26352354
23385,23385,0.04185248,JUNE,169.372394,48.44916275,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,48.44907735,I1,169.3716755,48.44907735
23386,23386,0.05939911,JUNE,240.381524,65.17103456,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,65.17097026,I1,240.3806546,65.17097027
23387,23387,0.06967509,JUNE,281.9668334,63.24184296,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,63.24177431,I1,281.9662184,63.24177431
23388,23388,0.30136296,JUNE,1219.577885,148.5242491,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,148.5242534,I1,1219.57751,148.5242534
23389,23389,0.49646708,JUNE,2009.918635,184.6274573,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,183.2813994,I1,2009.139047,183.2813994
23390,23390,0.05075708,JUNE,205.4069278,67.59840967,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,67.59843723,I1,205.407465,67.59843723
23391,23391,0.49124166,JUNE,1987.992269,226.452644,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S012,226.4526392,I1,1987.992438,226.4526392
23392,23392,0.32192357,JUNE,1302.784284,158.8333191,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,158.8334469,I1,1302.783718,158.8334469
23393,23393,0.25089309,JUNE,1015.332182,185.2617949,2011,Q,2011,Intertidal Firm Vegetated Shell,S012,185.2618774,I1,1015.332376,185.2618774
23394,23394,0.40730504,JUNE,1648.311914,276.9173153,2011,P,2011,Intertidal Soft Non-vegetated w/o Shell,S012,276.9173844,I1,1648.31163,276.9173844
23395,23395,0.12086239,JUNE,489.1138928,328.1612201,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,328.1613856,I1,489.1147124,328.1613856
23396,23396,1.28422775,JUNE,5197.107234,367.298488,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,367.2984164,I1,5197.106132,367.2984164
23397,23397,3.0769303,JUNE,12451.94465,987.6063667,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,987.6064529,I1,12451.94498,987.6064529
23398,23398,0.05500942,JUNE,222.6176736,60.16867374,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,60.16845201,I1,222.616116,60.16845201
23399,23399,1.31449247,JUNE,5319.586098,378.3423059,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S012,378.3422291,I1,5319.583588,378.3422291
23400,23400,0.02697771,JUNE,109.1754275,39.36153035,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,39.36149699,I1,109.1753873,39.361497
23401,23401,2.64874797,JUNE,10719.14187,1146.367341,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S012,1146.367402,I1,10719.14563,1146.367402
23402,23402,0.06958225,JUNE,281.5904353,65.69099161,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,65.69097508,I1,281.5905019,65.69097509
23403,23403,0.05656532,JUNE,228.9121927,60.92114003,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,60.92119009,I1,228.9126764,60.92119009
23404,23404,0.08145579,JUNE,329.6423192,70.78719997,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,70.7870117,I1,329.641207,70.78701171
23405,23405,0.03797534,JUNE,153.6816226,47.3605933,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,47.36062237,I1,153.6813856,47.36062237
23406,23406,0.04206517,JUNE,170.2336923,49.53752631,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,49.53737204,I1,170.2324009,49.53737205
23407,23407,0.10129079,JUNE,409.9109051,83.75574566,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,83.7557541,I1,409.9109397,83.75575411
23408,23408,0.08482275,JUNE,343.2669055,74.60493684,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,74.60490914,I1,343.2668707,74.60490915
23409,23409,0.12716697,JUNE,514.6281233,90.21495155,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,90.21497645,I1,514.628559,90.21497645
23410,23410,0.97811559,JUNE,3958.297779,2589.472088,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S012,2589.472248,I1,3958.309222,2589.472248
23411,23411,2.55050912,JUNE,10321.58144,938.3795104,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S012,938.3791312,I1,10321.58552,938.3791312
23412,23412,1.24501225,JUNE,5038.407068,373.6406337,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S012,373.6405425,I1,5038.405985,373.6405425
23413,23413,8.99461395,JUNE,36400.07035,1883.503922,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,1883.503838,I1,36400.05684,1883.503838
23414,23414,0.2003147,JUNE,810.6464412,130.4545978,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,130.4546777,I1,810.6480889,130.4546777
23415,23415,0.58161586,JUNE,2353.724942,229.8922012,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S012,229.8921492,I1,2353.725298,229.8921492
23416,23416,0.44398764,JUNE,1796.760183,171.7461896,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,171.7460496,I1,1796.761422,171.7460496
23417,23417,0.43487283,JUNE,1759.874105,162.9058214,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S012,162.9058193,I1,1759.874962,162.9058193
23418,23418,2.50786441,JUNE,10149.00574,555.2542048,2011,W,2011,Intertidal Hard Non-vegetated Shell,S012,555.2544233,I1,10149.00779,555.2544233
23419,23419,0.32075931,JUNE,1298.077764,857.9023606,2011,U,2011,Intertidal Hard Vegetated Shell,S012,857.9024648,I1,1298.072103,857.9024648
23420,23420,0.06401639,JUNE,259.0664086,74.6936248,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S012,74.69362642,I1,259.0662033,74.69362642
