objectid_1,objectid,acres,month_map,area_,perimeter,date_map,strata,fiscaly,strata_d,areaid,shape_leng,i1_i2,st_areashape,st_perimetershape
23078,23078,0.69922207,JUNE,2829.662664,584.9535966,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,584.9535966,I1,2829.662664,584.9535966
23079,23079,0.06825992,JUNE,276.239219,76.75597285,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,76.75597285,I1,276.239219,76.75597286
23080,23080,0.08757056,JUNE,354.3869102,94.72675424,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,94.72675424,I1,354.3869102,94.72675424
23081,23081,0.27161313,JUNE,1099.183774,230.3081543,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,230.3081543,I1,1099.183774,230.3081543
23082,23082,0.0172295,JUNE,69.72561927,40.64167668,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,40.64167668,I1,69.72561927,40.64167668
23083,23083,0.49417583,JUNE,1999.866638,188.0047983,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,188.0047983,I1,1999.866638,188.0047983
23084,23084,11.98606382,JUNE,48506.07339,2359.741437,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,2359.741437,I1,48506.07339,2359.741437
23085,23085,0.04684507,JUNE,189.5760526,57.60939458,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,57.60939458,I1,189.5760526,57.60939459
23086,23086,0.37742352,JUNE,1527.384863,340.5795781,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,340.5795781,I1,1527.384918,340.5795781
23087,23087,0.0450628,JUNE,182.3634232,57.34195963,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,57.34195963,I1,182.3634232,57.34195963
23088,23088,0.09869977,JUNE,399.4254192,176.5595391,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,176.5595391,I1,399.4254192,176.5595391
23089,23089,0.03674376,JUNE,148.6973352,66.7969705,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,66.7969705,I1,148.6973352,66.79697051
23090,23090,0.11544389,JUNE,467.1867351,110.8638006,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,110.8638006,I1,467.1867351,110.8638006
23091,23091,2.27700399,JUNE,9214.745105,579.292479,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,579.292479,I1,9214.745105,579.292479
23092,23092,0.20574654,JUNE,832.6300765,171.1840297,2011,G,2011,Subtidal Firm Non-vegetated Shell,S014,171.1840297,I1,832.6300765,171.1840297
23093,23093,0.09047149,JUNE,366.1266244,98.44211474,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,98.44211474,I1,366.1266244,98.44211474
23094,23094,0.12093258,JUNE,489.398809,327.5123574,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,327.5123574,I1,489.3987729,327.5123574
23095,23095,1.61244122,JUNE,6525.344228,464.6880396,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,464.6880396,I1,6525.344228,464.6880396
23096,23096,0.19792946,JUNE,800.9953367,257.0618744,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,257.0618744,I1,800.9953367,257.0618744
23097,23097,1.55927394,JUNE,6310.183227,1167.740241,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1167.740241,I1,6310.182999,1167.740241
23098,23098,0.09160493,JUNE,370.7135221,78.45726343,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,78.45726343,I1,370.7135221,78.45726344
23099,23099,0.16752771,JUNE,677.963337,363.7714332,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,363.7714332,I1,677.963337,363.7714332
23100,23100,0.4134668,JUNE,1673.247507,292.3243245,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,292.3243245,I1,1673.247507,292.3243245
23101,23101,0.39274113,JUNE,1589.373327,243.820516,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,243.820516,I1,1589.373327,243.820516
23102,23102,0.04169522,JUNE,168.7352836,71.66116853,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,71.66116853,I1,168.7352836,71.66116853
23103,23103,1.16354893,JUNE,4708.734308,1218.85403,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1218.85403,I1,4708.734308,1218.85403
23104,23104,0.47910056,JUNE,1938.858937,333.1961386,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,333.1961386,I1,1938.858937,333.1961386
23105,23105,0.23009738,JUNE,931.1748016,443.6975834,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,443.6975834,I1,931.1748016,443.6975834
23106,23106,0.18981865,JUNE,768.1719279,174.6117347,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,174.6117347,I1,768.1719279,174.6117347
23107,23107,0.02543484,JUNE,102.9315787,53.82186428,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,53.82186428,I1,102.9315787,53.82186428
23108,23108,0.57720008,JUNE,2335.855195,329.8324434,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,329.8324434,I1,2335.855195,329.8324434
23109,23109,0.04517226,JUNE,182.806414,53.30661301,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,53.30661301,I1,182.806414,53.30661301
23110,23110,2.04350464,JUNE,8269.802987,1276.970755,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,1276.970755,I1,8269.802987,1276.970755
23111,23111,0.82989022,JUNE,3358.460005,460.2001031,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,460.2001031,I1,3358.460005,460.2001031
23112,23112,0.3436091,JUNE,1390.542293,136.4782664,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,136.4782664,I1,1390.542293,136.4782664
23113,23113,0.04034916,JUNE,163.2879426,56.01086896,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,56.01086896,I1,163.2879426,56.01086897
23114,23114,0.13386613,JUNE,541.7392017,128.4972836,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,128.4972836,I1,541.7392017,128.4972836
23115,23115,0.2022536,JUNE,818.494556,173.8539315,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,173.8539315,I1,818.494556,173.8539315
23116,23116,0.10038761,JUNE,406.2558727,90.17438804,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,90.17438804,I1,406.2558727,90.17438805
23117,23117,0.41439351,JUNE,1676.99775,544.6947616,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,544.6947616,I1,1676.99775,544.6947616
23118,23118,0.04109145,JUNE,166.2919028,53.3461321,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,53.3461321,I1,166.2919028,53.34613211
23119,23119,0.04258384,JUNE,172.3313806,65.40692203,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,65.40692203,I1,172.3313806,65.40692204
23120,23120,0.22678099,JUNE,917.7538067,456.969187,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,456.969187,I1,917.7538067,456.969187
23121,23121,0.01435715,JUNE,58.10159594,35.07822758,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,35.07822758,I1,58.10159594,35.07822759
23122,23122,14.39574326,JUNE,58257.73784,1569.315727,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,1569.315727,I1,58257.73912,1569.315727
23123,23123,0.1605358,JUNE,649.6679344,115.1227355,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,115.1227355,I1,649.6679344,115.1227355
23124,23124,0.10484279,JUNE,424.2853971,285.9833555,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,285.9833555,I1,424.2854429,285.9833555
23125,23125,0.15328749,JUNE,620.3351874,412.8939535,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,412.8939536,I1,620.3349541,412.8939536
23126,23126,0.06791449,JUNE,274.8411585,129.4944814,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,129.4944815,I1,274.8413178,129.4944815
23127,23127,0.09913627,JUNE,401.1918864,109.8344069,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,109.8344069,I1,401.1918864,109.8344069
23128,23128,0.66933729,JUNE,2708.722777,527.9297153,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,527.9297153,I1,2708.722777,527.9297153
23129,23129,0.10835622,JUNE,438.503589,132.7925453,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,132.7925453,I1,438.5038592,132.7925453
23130,23130,0.05138133,JUNE,207.9337369,145.9768654,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,145.9768654,I1,207.9337369,145.9768654
23131,23131,0.06769859,JUNE,273.9675809,186.9652405,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,186.9652405,I1,273.9675809,186.9652405
23132,23132,0.03767096,JUNE,152.4496083,48.49899652,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,48.49899652,I1,152.4496083,48.49899652
23133,23133,0.33053277,JUNE,1337.624044,478.4335316,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,478.4335316,I1,1337.624044,478.4335316
23134,23134,0.07771948,JUNE,314.5208731,105.535134,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,105.535134,I1,314.5208731,105.535134
23135,23135,0.04882887,JUNE,197.6042488,58.19804401,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,58.19804401,I1,197.6042488,58.19804401
23136,23136,0.17906074,JUNE,724.6360266,116.8308367,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,116.8308367,I1,724.6360266,116.8308367
23137,23137,0.3120063,JUNE,1262.649857,464.0246202,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,464.0246202,I1,1262.649762,464.0246202
23138,23138,0.11908236,JUNE,481.9111661,97.82296907,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,97.82296907,I1,481.9111661,97.82296908
23139,23139,0.63498085,JUNE,2569.686645,362.6846829,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,362.6846829,I1,2569.686645,362.6846829
23140,23140,0.34361864,JUNE,1390.580887,192.5985342,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,192.5985342,I1,1390.580887,192.5985342
23141,23141,0.39982993,JUNE,1618.06076,1064.02152,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,1064.02152,I1,1618.060803,1064.02152
23142,23142,3.13294746,JUNE,12678.63928,2672.688613,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,2672.688613,I1,12678.63928,2672.688613
23143,23143,0.35385581,JUNE,1432.009425,173.0387234,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,173.0387234,I1,1432.009425,173.0387234
23144,23144,0.32384963,JUNE,1310.578213,302.1854357,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,302.1854357,I1,1310.578213,302.1854357
23145,23145,0.06993185,JUNE,283.0053236,104.846043,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,104.846043,I1,283.0053236,104.846043
23146,23146,0.24815524,JUNE,1004.252658,338.6948546,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,338.6948546,I1,1004.252658,338.6948546
23147,23147,0.05823636,JUNE,235.6751432,118.1227098,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,118.1227098,I1,235.6751432,118.1227098
23148,23148,0.13598729,JUNE,550.323266,143.1907584,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,143.1907584,I1,550.3232505,143.1907584
23149,23149,0.0459969,JUNE,186.1436176,90.35194718,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,90.35194718,I1,186.1436176,90.35194718
23150,23150,1.53201173,JUNE,6199.856318,669.0635596,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,669.0635596,I1,6199.856318,669.0635596
23151,23151,0.36141574,JUNE,1462.603475,282.6621937,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,282.6621937,I1,1462.603475,282.6621937
23152,23152,1.45914099,JUNE,5904.957467,729.5208315,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,729.5208315,I1,5904.957735,729.5208315
23153,23153,0.26158977,JUNE,1058.62079,701.6552,2011,U,2011,Intertidal Hard Vegetated Shell,S014,701.6552,I1,1058.620493,701.6552
23154,23154,2.04121899,JUNE,8260.55324,850.3097033,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,850.3097033,I1,8260.55324,850.3097033
23155,23155,0.14863876,JUNE,601.5221661,164.6010268,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,164.6010268,I1,601.5221661,164.6010268
23156,23156,0.14347687,JUNE,580.6326417,97.25162752,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,97.25162752,I1,580.6326417,97.25162752
23157,23157,0.40784682,JUNE,1650.504136,1090.882577,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,1090.882577,I1,1650.504136,1090.882577
23158,23158,0.17474743,JUNE,707.180388,135.9663325,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,135.9663325,I1,707.1805935,135.9663325
23159,23159,0.6838798,JUNE,2767.574445,983.7560978,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,983.7560978,I1,2767.574445,983.7560978
23160,23160,0.20144416,JUNE,815.2188871,118.3517659,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,118.3517659,I1,815.2188871,118.3517659
23161,23161,0.02691838,JUNE,108.9352583,44.60942961,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,44.60942961,I1,108.9352583,44.60942961
23162,23162,1.40408727,JUNE,5682.162322,834.3839221,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,834.3839221,I1,5682.162322,834.3839221
23163,23163,0.09212703,JUNE,372.8263831,251.1531568,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,251.1531568,I1,372.8263831,251.1531568
23164,23164,1.07405413,JUNE,4346.560277,630.6099569,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,630.6099569,I1,4346.560277,630.6099569
23165,23165,0.37306819,JUNE,1509.759463,513.674848,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,513.674848,I1,1509.759463,513.674848
23166,23166,0.03581645,JUNE,144.9446306,59.26604501,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,59.26604501,I1,144.9446306,59.26604502
23167,23167,1.25396778,JUNE,5074.647888,1683.0298,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,1683.0298,I1,5074.647888,1683.0298
23168,23168,2.22438499,JUNE,9001.80269,825.0232216,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,825.0232216,I1,9001.80269,825.0232216
23169,23169,0.39158284,JUNE,1584.685899,236.6805077,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,236.6805077,I1,1584.685899,236.6805077
23170,23170,0.04498909,JUNE,182.0651937,95.02911035,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,95.02911035,I1,182.0651285,95.02911035
23171,23171,0.78187842,JUNE,3164.163298,1011.73591,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,1011.73591,I1,3164.162381,1011.73591
23172,23172,3.31279009,JUNE,13406.43951,3197.094047,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,3197.094047,I1,13406.43951,3197.094047
23173,23173,0.94558085,JUNE,3826.645263,2517.753567,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,2517.753567,I1,3826.645263,2517.753567
23174,23174,0.07607866,JUNE,307.8806749,104.6463626,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,104.6463626,I1,307.8806749,104.6463626
23175,23175,1.39201402,JUNE,5633.303423,3697.499488,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,3697.499488,I1,5633.303423,3697.499488
23176,23176,0.26340242,JUNE,1065.956056,223.4984254,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,223.4984254,I1,1065.956056,223.4984254
23177,23177,0.02421989,JUNE,98.01484436,47.30374081,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,47.30374081,I1,98.01484436,47.30374082
23178,23178,0.19889797,JUNE,804.9148979,522.25085,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,522.2508502,I1,804.9147724,522.2508502
23179,23179,0.0842677,JUNE,341.0206725,129.6795945,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,129.6795945,I1,341.0206725,129.6795945
23180,23180,0.02594691,JUNE,105.0038557,53.54949938,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,53.54949938,I1,105.0038557,53.54949938
23181,23181,0.09493478,JUNE,384.1889745,99.04310764,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,99.04310764,I1,384.1889745,99.04310764
23182,23182,0.05085714,JUNE,205.8123899,59.41017256,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,59.41017256,I1,205.8123899,59.41017257
23183,23183,0.18148514,JUNE,734.4472743,127.3015645,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,127.3015645,I1,734.4472743,127.3015645
23184,23184,0.10970458,JUNE,443.9604933,143.4525283,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,143.4525283,I1,443.9604762,143.4525283
23185,23185,0.03958713,JUNE,160.2041033,73.31646769,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,73.31646769,I1,160.2041033,73.31646769
23186,23186,0.02187974,JUNE,88.54452291,44.31549809,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,44.31549809,I1,88.54452291,44.3154981
23187,23187,0.05731024,JUNE,231.9272449,67.66032992,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,67.66032992,I1,231.9272449,67.66032992
23188,23188,0.20296747,JUNE,821.3835108,232.4535303,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,232.4535303,I1,821.3835108,232.4535303
23189,23189,0.24646714,JUNE,997.4208968,309.4786977,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,309.4786977,I1,997.4211317,309.4786977
23190,23190,3.71087013,JUNE,15017.4187,987.1145494,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,987.1145494,I1,15017.4187,987.1145494
23191,23191,0.85739837,JUNE,3469.781984,309.3631734,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,309.3631734,I1,3469.781984,309.3631734
23192,23192,0.25995952,JUNE,1052.023277,346.4506138,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,346.4506139,I1,1052.023088,346.4506139
23193,23193,0.14764576,JUNE,597.5036196,218.7384245,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,218.7384245,I1,597.5036196,218.7384245
23194,23194,0.17808169,JUNE,720.6737686,445.9462484,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,445.9462484,I1,720.6739432,445.9462484
23195,23195,0.27119384,JUNE,1097.486907,755.352129,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,755.352129,I1,1097.486934,755.352129
23196,23196,0.05940745,JUNE,240.4143966,91.00484689,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,91.00484689,I1,240.4143966,91.0048469
23197,23197,0.01732233,JUNE,70.10127378,32.0489503,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,32.0489503,I1,70.10127378,32.0489503
23198,23198,0.09410063,JUNE,380.8132781,95.64541507,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,95.64541507,I1,380.8132781,95.64541507
23199,23199,0.70942355,JUNE,2870.946769,274.0928018,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,274.0928018,I1,2870.946769,274.0928018
23200,23200,1.83803812,JUNE,7438.306135,1493.792839,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1493.792839,I1,7438.306135,1493.792839
23201,23201,0.55718915,JUNE,2254.873525,295.2308923,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,295.2308923,I1,2254.873525,295.2308923
23202,23202,0.24578067,JUNE,994.6431015,239.9467133,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,239.9467133,I1,994.6431015,239.9467133
23203,23203,0.11355653,JUNE,459.5488337,190.9335024,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,190.9335024,I1,459.5488337,190.9335024
23204,23204,1.09240027,JUNE,4420.804767,903.9601265,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,903.9601265,I1,4420.804767,903.9601265
23205,23205,4.55713348,JUNE,18442.13869,3221.2295,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,3221.2295,I1,18442.13869,3221.2295
23206,23206,0.01960662,JUNE,79.34552851,34.22111239,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,34.22111239,I1,79.34552852,34.2211124
23207,23207,3.69092357,JUNE,14936.69756,2838.241391,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,2838.241391,I1,14936.69751,2838.241391
23208,23208,1.16112637,JUNE,4698.930516,3070.917744,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,3070.917744,I1,4698.930533,3070.917744
23209,23209,0.12968329,JUNE,524.8117758,143.5027973,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,143.5027973,I1,524.8117758,143.5027973
23210,23210,0.46160265,JUNE,1868.047436,1247.709785,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,1247.709785,I1,1868.047151,1247.709785
23211,23211,0.23269515,JUNE,941.6877554,209.3782967,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,209.3782967,I1,941.6876509,209.3782967
23212,23212,0.09051117,JUNE,366.2872066,74.10162602,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,74.10162602,I1,366.2872066,74.10162603
23213,23213,1.53218283,JUNE,6200.548517,1908.298173,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1908.298173,I1,6200.548744,1908.298173
23214,23214,0.71562624,JUNE,2896.048282,1853.447097,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,1853.447097,I1,2896.048237,1853.447097
23215,23215,0.91112059,JUNE,3687.188743,807.9815455,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,807.9815455,I1,3687.188966,807.9815455
23216,23216,0.07088713,JUNE,286.8712627,200.0871795,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,200.0871795,I1,286.8712015,200.0871795
23217,23217,4.26654462,JUNE,17266.16258,11269.98842,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,11269.98842,I1,17266.16258,11269.98842
23218,23218,1.59093455,JUNE,6438.309191,437.2328436,2011,P,2011,Intertidal Soft Non-vegetated w/o Shell,S014,437.2328436,I1,6438.309494,437.2328436
23219,23219,0.08540646,JUNE,345.6290897,69.23226728,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,69.23226728,I1,345.6290897,69.23226729
23220,23220,0.30743149,JUNE,1244.136079,380.0767644,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,380.0767644,I1,1244.136079,380.0767644
23221,23221,0.19261096,JUNE,779.4720914,512.5546094,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,512.5546094,I1,779.472057,512.5546094
23222,23222,1.14762549,JUNE,4644.294178,590.4488623,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,590.4488623,I1,4644.294178,590.4488623
23223,23223,0.6765991,JUNE,2738.109963,595.4543285,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,595.4543285,I1,2738.110381,595.4543285
23224,23224,0.54599317,JUNE,2209.564694,1436.165673,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,1436.165673,I1,2209.564842,1436.165673
23225,23225,0.06373308,JUNE,257.9196606,107.088511,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,107.088511,I1,257.9196606,107.088511
23226,23226,0.10974584,JUNE,444.1274544,80.73821848,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,80.73821848,I1,444.1274544,80.73821849
23227,23227,0.10585692,JUNE,428.3900088,297.8838945,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,297.8838945,I1,428.3894892,297.8838945
23228,23228,0.33752267,JUNE,1365.911284,345.0681998,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,345.0681998,I1,1365.911284,345.0681998
23229,23229,0.89332852,JUNE,3615.186841,349.6604483,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,349.6604483,I1,3615.186743,349.6604483
23230,23230,0.31214759,JUNE,1263.221571,360.5426987,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,360.5426987,I1,1263.221571,360.5426987
23231,23231,0.23938743,JUNE,968.7704666,215.2573748,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,215.2573748,I1,968.7704666,215.2573748
23232,23232,0.31581679,JUNE,1278.07032,297.1324592,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,297.1324593,I1,1278.07032,297.1324592
23233,23233,0.21493078,JUNE,869.7974884,306.160731,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,306.160731,I1,869.7974884,306.160731
23234,23234,0.92643677,JUNE,3749.171621,780.7410651,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,780.7410651,I1,3749.171621,780.7410651
23235,23235,0.04865579,JUNE,196.9037984,142.2696888,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,142.2696888,I1,196.9037984,142.2696888
23236,23236,0.46684086,JUNE,1889.245601,450.1795462,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,450.1795462,I1,1889.24551,450.1795462
23237,23237,0.06407688,JUNE,259.3109842,71.48651043,2011,W,2011,Intertidal Hard Non-vegetated Shell,S014,71.48651043,I1,259.3109842,71.48651043
23238,23238,2.86488915,JUNE,11593.84147,398.4912087,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,398.4912087,I1,11593.84147,398.4912087
23239,23239,1.5433185,JUNE,6245.613371,1547.989816,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,1547.989816,I1,6245.613371,1547.989816
23240,23240,3.11189827,JUNE,12593.45588,1300.449394,2011,L,2011,Subtidal Hard Non-vegetated w/o Shell,S014,1300.449394,I1,12593.45588,1300.449394
23241,23241,0.25644654,JUNE,1037.806507,286.9594779,2011,S,2011,Intertidal Firm Non-vegetated Shell,S014,286.9594779,I1,1037.806507,286.9594779
23242,23242,3.20511121,JUNE,12970.6768,1178.694541,2011,H,2011,Subtidal Firm Non-vegetated w/o Shell,S014,1178.694541,I1,12970.6768,1178.694541
23243,23243,1.33650166,JUNE,5408.651969,707.5703072,2011,D,2011,Subtidal Soft Non-vegetated w/o Shell,S014,707.5703072,I1,5408.651969,707.5703072
23244,23244,0.66885679,JUNE,2706.778246,802.1753915,2011,T,2011,Intertidal Firm Non-vegetated w/o Shell,S014,802.1753915,I1,2706.778246,802.1753915
23245,23245,10.44417968,JUNE,42266.2647,27740.8397,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,27740.8397,I1,42266.2647,27740.8397
23246,23246,0.63961206,JUNE,2588.428531,370.5070206,2011,X,2011,Intertidal Hard Non-vegetated w/o Shell,S014,370.5070206,I1,2588.428531,370.5070206
23247,23247,0.22109459,JUNE,894.7412924,597.8878163,2011,Q,2011,Intertidal Firm Vegetated Shell,S014,597.8878163,I1,894.7416772,597.8878163
23248,23248,0.91167868,JUNE,3689.44749,2427.449813,2011,R,2011,Intertidal Firm Vegetated w/o Shell,S014,2427.449813,I1,3689.44749,2427.449813
